0.000000	1.000000
0.010000	1.010555
0.020000	1.022203
0.030000	1.034916
0.040000	1.048666
0.050000	1.063425
0.060000	1.079166
0.070000	1.095862
0.080000	1.113485
0.090000	1.132007
0.100000	1.151400
0.110000	1.171637
0.120000	1.192691
0.130000	1.214534
0.140000	1.237138
0.150000	1.260475
0.160000	1.284518
0.170000	1.309240
0.180000	1.334613
0.190000	1.360609
0.200000	1.387200
0.210000	1.414359
0.220000	1.442059
0.230000	1.470272
0.240000	1.498970
0.250000	1.528125
0.260000	1.557710
0.270000	1.587698
0.280000	1.618061
0.290000	1.648771
0.300000	1.679800
0.310000	1.711121
0.320000	1.742707
0.330000	1.774530
0.340000	1.806562
0.350000	1.838775
0.360000	1.871142
0.370000	1.903636
0.380000	1.936229
0.390000	1.968893
0.400000	2.001600
0.410000	2.034323
0.420000	2.067035
0.430000	2.099708
0.440000	2.132314
0.450000	2.164825
0.460000	2.197214
0.470000	2.229454
0.480000	2.261517
0.490000	2.293375
0.500000	2.325000
0.510000	2.356365
0.520000	2.387443
0.530000	2.418206
0.540000	2.448626
0.550000	2.478675
0.560000	2.508326
0.570000	2.537552
0.580000	2.566325
0.590000	2.594617
0.600000	2.622400
0.610000	2.649647
0.620000	2.676331
0.630000	2.702424
0.640000	2.727898
0.650000	2.752725
0.660000	2.776878
0.670000	2.800330
0.680000	2.823053
0.690000	2.845019
0.700000	2.866200
0.710000	2.886569
0.720000	2.906099
0.730000	2.924762
0.740000	2.942530
0.750000	2.959375
0.760000	2.975270
0.770000	2.990188
0.780000	3.004101
0.790000	3.016981
0.800000	3.028800
0.810000	3.039531
0.820000	3.049147
0.830000	3.057620
0.840000	3.064922
0.850000	3.071025
0.860000	3.075902
0.870000	3.079526
0.880000	3.081869
0.890000	3.082903
0.900000	3.082600
0.910000	3.080933
0.920000	3.077875
0.930000	3.073398
0.940000	3.067474
0.950000	3.060075
0.960000	3.051174
0.970000	3.040744
0.980000	3.028757
0.990000	3.015185
1.000000	3.000000
1.010000	2.983186
1.020000	2.964766
1.030000	2.944777
1.040000	2.923251
1.050000	2.900225
1.060000	2.875733
1.070000	2.849809
1.080000	2.822490
1.090000	2.793808
1.100000	2.763800
1.110000	2.732500
1.120000	2.699942
1.130000	2.666163
1.140000	2.631195
1.150000	2.595075
1.160000	2.557837
1.170000	2.519515
1.180000	2.480146
1.190000	2.439762
1.200000	2.398400
1.210000	2.356094
1.220000	2.312878
1.230000	2.268789
1.240000	2.223859
1.250000	2.178125
1.260000	2.131621
1.270000	2.084381
1.280000	2.036442
1.290000	1.987836
1.300000	1.938600
1.310000	1.888768
1.320000	1.838374
1.330000	1.787455
1.340000	1.736043
1.350000	1.684175
1.360000	1.631885
1.370000	1.579207
1.380000	1.526178
1.390000	1.472830
1.400000	1.419200
1.410000	1.365322
1.420000	1.311230
1.430000	1.256961
1.440000	1.202547
1.450000	1.148025
1.460000	1.093429
1.470000	1.038793
1.480000	0.984154
1.490000	0.929544
1.500000	0.875000
1.510000	0.820556
1.520000	0.766246
1.530000	0.712107
1.540000	0.658171
1.550000	0.604475
1.560000	0.551053
1.570000	0.497939
1.580000	0.445170
1.590000	0.392778
1.600000	0.340800
1.610000	0.289270
1.620000	0.238222
1.630000	0.187693
1.640000	0.137715
1.650000	0.088325
1.660000	0.039557
1.670000	-0.008555
1.680000	-0.055974
1.690000	-0.102668
1.700000	-0.148600
1.710000	-0.193736
1.720000	-0.238042
1.730000	-0.281481
1.740000	-0.324021
1.750000	-0.365625
1.760000	-0.406259
1.770000	-0.445889
1.780000	-0.484478
1.790000	-0.521994
1.800000	-0.558400
1.810000	-0.593662
1.820000	-0.627746
1.830000	-0.660615
1.840000	-0.692237
1.850000	-0.722575
1.860000	-0.751595
1.870000	-0.779263
1.880000	-0.805542
1.890000	-0.830400
1.900000	-0.853800
1.910000	-0.875708
1.920000	-0.896090
1.930000	-0.914909
1.940000	-0.932133
1.950000	-0.947725
1.960000	-0.961651
1.970000	-0.973877
1.980000	-0.984366
1.990000	-0.993086
2.000000	-1.000000
