0.000000	-3.000000
0.010000	-2.990330
0.020000	-2.981313
0.030000	-2.972943
0.040000	-2.965211
0.050000	-2.958109
0.060000	-2.951630
0.070000	-2.945765
0.080000	-2.940508
0.090000	-2.935849
0.100000	-2.931782
0.110000	-2.928297
0.120000	-2.925388
0.130000	-2.923047
0.140000	-2.921265
0.150000	-2.920036
0.160000	-2.919350
0.170000	-2.919200
0.180000	-2.919579
0.190000	-2.920478
0.200000	-2.921890
0.210000	-2.923806
0.220000	-2.926220
0.230000	-2.929122
0.240000	-2.932505
0.250000	-2.936362
0.260000	-2.940684
0.270000	-2.945464
0.280000	-2.950694
0.290000	-2.956365
0.300000	-2.962471
0.310000	-2.969002
0.320000	-2.975952
0.330000	-2.983313
0.340000	-2.991076
0.350000	-2.999234
0.360000	-3.007778
0.370000	-3.016702
0.380000	-3.025997
0.390000	-3.035656
0.400000	-3.045669
0.410000	-3.056031
0.420000	-3.066732
0.430000	-3.077765
0.440000	-3.089123
0.450000	-3.100796
0.460000	-3.112778
0.470000	-3.125060
0.480000	-3.137635
0.490000	-3.150495
0.500000	-3.163632
0.510000	-3.177038
0.520000	-3.190705
0.530000	-3.204626
0.540000	-3.218792
0.550000	-3.233195
0.560000	-3.247829
0.570000	-3.262684
0.580000	-3.277754
0.590000	-3.293030
0.600000	-3.308504
0.610000	-3.324169
0.620000	-3.340017
0.630000	-3.356039
0.640000	-3.372228
0.650000	-3.388577
0.660000	-3.405077
0.670000	-3.421720
0.680000	-3.438498
0.690000	-3.455405
0.700000	-3.472431
0.710000	-3.489570
0.720000	-3.506812
0.730000	-3.524151
0.740000	-3.541578
0.750000	-3.559086
0.760000	-3.576667
0.770000	-3.594312
0.780000	-3.612015
0.790000	-3.629766
0.800000	-3.647559
0.810000	-3.665386
0.820000	-3.683238
0.830000	-3.701108
0.840000	-3.718987
0.850000	-3.736869
0.860000	-3.754745
0.870000	-3.772607
0.880000	-3.790448
0.890000	-3.808259
0.900000	-3.826034
0.910000	-3.843763
0.920000	-3.861439
0.930000	-3.879054
0.940000	-3.896601
0.950000	-3.914071
0.960000	-3.931457
0.970000	-3.948751
0.980000	-3.965944
0.990000	-3.983030
1.000000	-4.000000
1.010000	-4.016847
1.020000	-4.033567
1.030000	-4.050157
1.040000	-4.066612
1.050000	-4.082930
1.060000	-4.099108
1.070000	-4.115141
1.080000	-4.131026
1.090000	-4.146761
1.100000	-4.162340
1.110000	-4.177762
1.120000	-4.193023
1.130000	-4.208118
1.140000	-4.223045
1.150000	-4.237801
1.160000	-4.252381
1.170000	-4.266783
1.180000	-4.281002
1.190000	-4.295036
1.200000	-4.308882
1.210000	-4.322534
1.220000	-4.335991
1.230000	-4.349249
1.240000	-4.362304
1.250000	-4.375153
1.260000	-4.387793
1.270000	-4.400219
1.280000	-4.412429
1.290000	-4.424420
1.300000	-4.436186
1.310000	-4.447727
1.320000	-4.459037
1.330000	-4.470113
1.340000	-4.480952
1.350000	-4.491551
1.360000	-4.501906
1.370000	-4.512014
1.380000	-4.521871
1.390000	-4.531473
1.400000	-4.540818
1.410000	-4.549902
1.420000	-4.558721
1.430000	-4.567273
1.440000	-4.575552
1.450000	-4.583557
1.460000	-4.591284
1.470000	-4.598729
1.480000	-4.605889
1.490000	-4.612760
1.500000	-4.619340
1.510000	-4.625623
1.520000	-4.631608
1.530000	-4.637291
1.540000	-4.642667
1.550000	-4.647735
1.560000	-4.652490
1.570000	-4.656929
1.580000	-4.661048
1.590000	-4.664844
1.600000	-4.668314
1.610000	-4.671454
1.620000	-4.674261
1.630000	-4.676731
1.640000	-4.678861
1.650000	-4.680647
1.660000	-4.682086
1.670000	-4.683175
1.680000	-4.683910
1.690000	-4.684287
1.700000	-4.684304
1.710000	-4.683957
1.720000	-4.683242
1.730000	-4.682155
1.740000	-4.680695
1.750000	-4.678856
1.760000	-4.676636
1.770000	-4.674031
1.780000	-4.671038
1.790000	-4.667653
1.800000	-4.663873
1.810000	-4.659695
1.820000	-4.655114
1.830000	-4.650128
1.840000	-4.644733
1.850000	-4.638926
1.860000	-4.632703
1.870000	-4.626060
1.880000	-4.618996
1.890000	-4.611505
1.900000	-4.603584
1.910000	-4.595231
1.920000	-4.586441
1.930000	-4.577211
1.940000	-4.567538
1.950000	-4.557419
1.960000	-4.546849
1.970000	-4.535826
1.980000	-4.524345
1.990000	-4.512405
2.000000	-4.500000
2.010000	-4.487129
2.020000	-4.473795
2.030000	-4.460000
2.040000	-4.445749
2.050000	-4.431045
2.060000	-4.415891
2.070000	-4.400292
2.080000	-4.384251
2.090000	-4.367772
2.100000	-4.350857
2.110000	-4.333511
2.120000	-4.315738
2.130000	-4.297540
2.140000	-4.278922
2.150000	-4.259887
2.160000	-4.240438
2.170000	-4.220580
2.180000	-4.200316
2.190000	-4.179650
2.200000	-4.158584
2.210000	-4.137123
2.220000	-4.115271
2.230000	-4.093031
2.240000	-4.070406
2.250000	-4.047400
2.260000	-4.024017
2.270000	-4.000260
2.280000	-3.976133
2.290000	-3.951640
2.300000	-3.926784
2.310000	-3.901568
2.320000	-3.875997
2.330000	-3.850074
2.340000	-3.823803
2.350000	-3.797186
2.360000	-3.770229
2.370000	-3.742934
2.380000	-3.715304
2.390000	-3.687345
2.400000	-3.659058
2.410000	-3.630448
2.420000	-3.601519
2.430000	-3.572274
2.440000	-3.542716
2.450000	-3.512849
2.460000	-3.482677
2.470000	-3.452204
2.480000	-3.421432
2.490000	-3.390366
2.500000	-3.359009
2.510000	-3.327365
2.520000	-3.295438
2.530000	-3.263230
2.540000	-3.230746
2.550000	-3.197990
2.560000	-3.164964
2.570000	-3.131672
2.580000	-3.098119
2.590000	-3.064307
2.600000	-3.030240
2.610000	-2.995922
2.620000	-2.961357
2.630000	-2.926547
2.640000	-2.891497
2.650000	-2.856211
2.660000	-2.820691
2.670000	-2.784942
2.680000	-2.748966
2.690000	-2.712769
2.700000	-2.676352
2.710000	-2.639720
2.720000	-2.602877
2.730000	-2.565826
2.740000	-2.528571
2.750000	-2.491114
2.760000	-2.453461
2.770000	-2.415614
2.780000	-2.377577
2.790000	-2.339354
2.800000	-2.300948
2.810000	-2.262363
2.820000	-2.223602
